REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GY1,NA,0,0,0,MIN,0.56,1.1,6.1,72,1.7,5.4,20,97,46,19,78,NA,NA,96,96,32,81,NA,NA,NA,0.1,"Lawn, centipede",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL021328,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,NA,NA,Sampson,GF1,NA,0,0,0,MIN,0.09,1.45,1.7,44,1,4.7,29,21,27,11,12,24,24,23,23,17,41,NA,NA,NA,0.1,"Bermuda hay/past., E",0.7,60-80,80,100,25,0,$,$,0,$,NA,12,"Bermuda hay/past., M",0,180-220,70,190,$,$,$,0,$,NA,12,NA,"This report provides Test Results and Recommendations for each sample submitted for testing. Look for Lime Recommendations and N-P-K Fertilizer Recommendations. The lime recommendation is always listed next to the first crop and will be based on the higher target pH if the pH targets for crop 1 and crop 2 differ. Application at the indicated rate will raise soil pH to the optimal level for the plant you specified and should be sufficient for 2 to 3 years, depending on soil type. Common target pH values are as follows: 5.0 for azalea, camellia, rhododendron and mt. laurel; 5.5 for centipedegrass; 6.0 for other lawn grasses, shrubbery, and; flowering plants; and 6.5 for vegetable gardens. N-P-K Recommendations are based on the nitrogen (N) needs of the plants being grown and the soil test results for phosphorus (P-I) and potassium (K-I); a 50 to 70 index for either is optimum. If the exact fertilizer cannot be found, find the closest match and adjust the rate accordingly. Refer to 'Understanding the Soil Report' (last page of this report) for additional explanation and links to helpful information.",NA,NA,NA,NA,1/24/2018
SL023894,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,G01,NA,0,0,0,MIN,0.51,1.35,3.9,73,1,5.7,203,70,50,14,163,108,115,138,138,94,24,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,70,0,25,0,0,0,0,NA,6,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,2/13/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,1-1,NA,0,0,0,MIN,0.27,1.48,2,88,0.2,6.4,158,18,68,15,111,71,71,67,67,49,23,7,NA,NA,0.1,Soybean,0,0,0,100,0,25,0,0,0,0,NA,3,Small Grain (SG),0,80-100,0,100,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,1-2,NA,0,0,0,MIN,0.18,1.42,2.6,94,0.2,6.7,192,24,79,10,100,60,60,101,101,62,29,7,NA,NA,0.1,Soybean,0,0,0,90,0,0,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,90,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,1-3,NA,0,0,0,MIN,0.22,1.44,2.8,93,0.2,6.7,233,21,79,10,116,69,69,132,132,70,29,8,NA,NA,0.1,Soybean,0,0,0,100,0,0,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,100,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,1-4,NA,0,0,0,MIN,0.13,1.39,1.2,74,0.3,5.8,104,12,55,14,83,60,60,27,27,42,30,8,NA,NA,0.1,Soybean,0,0,0,120,25,0,0,0,0,0,NA,3,Small Grain (SG),0,80-100,0,120,$,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,1-5,NA,0,0,0,MIN,0.04,1.47,1.1,85,0.2,5.7,36,13,60,19,39,33,33,15,15,20,24,5,NA,NA,0.1,Soybean,0,0,50,120,25,25,2,6,0,0,NA,3,Small Grain (SG),0,80-100,50,120,$,$,$,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,2-1,NA,0,0,0,MIN,0.18,1.44,2.6,92,0.2,6.7,175,19,75,13,90,54,54,95,95,54,22,7,NA,NA,0.1,Soybean,0,0,0,100,0,25,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,100,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,2-2,NA,0,0,0,MIN,0.18,1.43,2.7,96,0.1,6.7,209,23,82,9,103,61,61,109,109,64,21,7,NA,NA,0.1,Soybean,0,0,0,90,25,25,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,90,$,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,2-3,NA,0,0,0,MIN,0.18,1.46,2.9,96,0.1,6.7,244,21,83,10,118,70,70,127,127,76,27,8,NA,NA,0.1,Soybean,0,0,0,100,0,0,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,100,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,2-4,NA,0,0,0,MIN,0.13,1.45,1.3,75,0.3,6,100,12,58,13,74,54,54,31,31,39,18,6,NA,NA,0.1,Soybean,0,0,0,120,25,25,0,0,0,0,NA,3,Small Grain (SG),0,80-100,0,120,$,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,2-5,NA,0,0,0,MIN,0.09,1.48,1.3,76,0.3,5.4,42,16,52,18,34,30,30,14,14,21,38,6,NA,NA,0.1,Soybean,0,0,40,110,25,0,2,6,0,0,NA,3,Small Grain (SG),0,80-100,40,110,$,$,$,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,3-1,NA,0,0,0,MIN,0.18,1.42,2.1,92,0.2,6.6,156,17,74,14,89,55,55,78,78,48,25,8,NA,NA,0.1,Soybean,0,0,0,110,0,25,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,110,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,3-2,NA,0,0,0,MIN,0.27,1.37,2.1,94,0.1,6.6,180,20,79,10,99,60,60,77,77,54,29,8,NA,NA,0.1,Soybean,0,0,0,100,25,0,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,100,$,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,3-3,NA,0,0,0,MIN,0.18,1.42,2.9,95,0.2,6.7,229,19,81,10,113,67,67,140,140,71,31,8,NA,NA,0.1,Soybean,0,0,0,100,0,0,0,0,0,pH$,NA,3,Small Grain (SG),0,80-100,0,100,0,0,0,0,pH$,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,3-4,NA,0,0,0,MIN,0.09,1.41,1.3,76,0.3,5.9,100,13,56,15,81,59,59,30,30,41,24,8,NA,NA,0.1,Soybean,0,0,0,120,25,25,0,0,0,0,NA,3,Small Grain (SG),0,80-100,0,120,$,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL024396,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Clinton RS,NA,Sampson,3-5,NA,0,0,0,MIN,0.04,1.45,1.2,74,0.3,5.3,30,15,51,16,34,30,30,13,13,20,45,7,NA,NA,0.1,Soybean,0,0,70,110,25,0,2,6,0,0,NA,3,Small Grain (SG),0,80-100,70,110,$,$,$,0,0,NA,3,NA,NA,NA,NA,NA,NA,2/22/2019
SL002947,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESTATION,NA,Sampson,G08,NA,0,0,0,MIN,0.22,1.58,2,60,0.8,5.5,123,24,39,15,51,41,NA,133,133,45,24,NA,NA,NA,0.1,"Strawberry, E",0.4,30-60,0,100,0,25,0,0,1,0,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/2019
SL002947,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,RESTATION,NA,Sampson,M07,NA,2,2019,0.4,MIN,0.27,1.57,2,60,0.8,5.6,165,20,38,17,58,45,NA,78,78,50,19,NA,NA,NA,0.1,"Strawberry, E",0,30-60,0,110,0,25,0,0,1,0,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,A01,NA,0,0,0,MIN,0.27,1.35,2.8,78,0.6,5.9,223,69,50,16,89,70,63,90,90,71,28,NA,NA,NA,0.1,Sweetpotato,0,60-90,0,10,0,0,0,0,0.5,0,NA,6,"Vegetables, other",0,80-100,0,70,0,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,A06,NA,0,0,0,MIN,0.32,1.37,3.1,83,0.5,6.2,283,62,55,19,100,74,67,132,132,138,26,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,90,0,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,A10,NA,0,0,0,MIN,0.32,1.43,2.5,70,0.8,5.6,269,36,49,13,99,76,69,144,144,89,23,NA,NA,NA,0.1,"Corn, grain",0.3,120 - 160,0,70,0,25,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,150,0,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,A11,NA,0,0,0,MIN,0.18,1.34,1.8,71,0.5,5.8,150,41,45,15,54,49,42,98,98,70,18,NA,NA,NA,0.1,"Corn, grain",0,120 - 160,0,60,0,25,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,130,0,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,A12,NA,3,2019,0.4,MIN,0.22,1.29,2.7,82,0.5,6.3,170,53,50,23,65,45,45,118,118,50,20,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,110,0,20,0,0,0,0,NA,6,Soybean,0,0,0,40,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B01,NA,0,0,0,MIN,0.22,1.39,2.2,71,0.6,5.6,160,30,46,17,61,47,47,128,128,70,19,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,160,0,25,0,0,0,0,NA,6,Soybean,0,0,0,80,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B02,NA,3,2019,0.3,MIN,0.18,1.4,2.1,79,0.4,6.1,113,45,46,23,58,44,44,69,69,86,24,NA,NA,NA,0.1,"Vegetables, other",0,80-100,10,120,0,25,0,0,0,0,NA,6,Soybean,0,0,0,50,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B03,NA,0,0,0,MIN,0.27,1.33,2.4,75,0.6,5.8,151,47,46,18,75,55,55,102,102,62,25,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,120,0,25,0,0,0,0,NA,6,Soybean,0,0,0,50,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B04,NA,3,2019,0.5,MIN,0.13,1.43,2.3,78,0.5,6,107,33,49,21,52,41,41,104,104,53,21,NA,NA,NA,0.1,"Vegetables, other",0,80-100,20,150,0,25,0,0,0,0,NA,6,Soybean,0,0,0,70,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B05,NA,0,0,0,MIN,0.22,1.4,2.1,73,0.6,5.7,118,39,44,20,73,54,54,75,75,115,47,NA,NA,NA,0.1,"Vegetables, other",0.3,80-100,0,140,0,0,0,0,0,0,NA,6,Soybean,0,0,0,60,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B06,NA,0,0,0,MIN,0.27,1.44,2.4,73,0.6,5.8,152,42,46,18,75,55,55,112,112,61,44,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,130,0,0,0,0,0,0,NA,6,Soybean,0,0,0,50,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,B07,NA,0,0,0,MIN,0.41,1.4,2.5,74,0.6,5.8,103,35,47,21,38,33,33,41,41,27,44,NA,NA,NA,0.1,"Vegetables, other",0,80-100,20,150,0,0,0,0,0,0,NA,6,Soybean,0,0,0,70,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,C01,NA,0,0,0,MIN,1.31,1.07,6.4,40,3.8,4.2,152,41,26,11,30,NA,NA,116,116,57,46,NA,NA,NA,0.1,"Blueberry, M",0,30-60,0,0,0,0,0,0,0,NA,NA,18,"Blueberry, M",0,30-60,0,0,0,0,0,0,NA,NA,18,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,E04,NA,3,2019,0.6,MIN,0.32,1.29,4.7,86,0.7,6.3,155,33,57,25,79,60,60,308,308,47,43,NA,NA,NA,0.2,"Grape, M",0,Note 18,0,80,0,0,0,0,0.5,0,NA,18,"Grape, M",0,Note 18,0,80,0,0,0,0.5,0,NA,18,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,G01,NA,3,2019,0.3,MIN,0.56,1.3,3.4,80,0.7,6,183,70,52,18,120,82,82,102,102,79,43,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,70,0,0,0,0,0,0,NA,6,Soybean,0,0,0,10,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,G04,NA,0,0,0,MIN,0.18,1.35,2,76,0.5,6.1,147,30,47,22,59,44,44,76,76,31,37,NA,NA,NA,0.1,"Vegetables, other",0,80-100,0,160,0,0,0,0,0,0,NA,6,Soybean,0,0,0,80,0,0,0,0,0,NA,3,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,G06,NA,0,0,0,MIN,0.18,1.36,1.8,62,0.7,5.3,111,23,42,13,42,35,35,29,29,35,31,NA,NA,NA,0.1,Soybean,0.4,0,0,90,25,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,10,180,$,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,G07,NA,0,0,0,MIN,0.18,1.31,1.8,61,0.7,5.3,121,25,43,11,42,35,35,52,52,33,26,NA,NA,NA,0.1,Soybean,0.4,0,0,90,25,0,0,0,0,0,NA,3,"Vegetables, other",0,80-100,0,180,$,0,0,0,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,H02,NA,0,0,0,MIN,0.18,1.51,2.1,70,0.6,5.7,217,17,49,17,108,75,82,189,189,131,26,NA,NA,NA,0.1,Soybean,0.3,0,0,110,0,0,0,0,0,0,NA,3,Sweetpotato,0,60-90,0,180,0,0,0,0.5,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,NA,Clinton,NC,28328,Resstation,NA,Sampson,M01,NA,0,0,0,MIN,0.32,1.4,2.2,59,0.9,5.3,193,22,41,13,76,56,63,74,74,56,28,NA,NA,NA,0.1,Soybean,0.5,0,0,100,0,0,0,0,0,0,NA,3,Sweetpotato,0,60-90,0,160,0,0,0,0.5,0,NA,6,NA,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",NA,NA,NA,NA,12/16/2019
